id,conversation_id,tweet_id,text,candidate_intent_hint,risk_hint,difficulty_hint,conversation_length,conversation_context,length_bucket,intent_hints,gold_intent,gold_risk,gold_action,annotation_notes
golden_candidate_0131,apple_010135,722549,I walked an entire mile in the time it took for my Apple Watch to restart after @129913 kept crashing. Fix it. @115858 #watchOS4 https://t.co/g7sxhsqKpz,other_unclear,medium,ambiguous_vague,5,"[customer] I walked an entire mile in the time it took for my Apple Watch to restart after @129913 kept crashing. Fix it. @115858 #watchOS4 https://t.co/g7sxhsqKpz | [AppleSupport] @292999 We're happy to help. Did this issue just start? Have you done any additional steps to try to resolve this issue? https://t.co/GDrqU22YpT | [customer] @AppleSupport Issue just started after update; worked normally after prolonged watch restart. Any suggestions? | [AppleSupport] @292999 Since the device restarted, have you seen the issue occur? Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT | [customer] @AppleSupport I’ll be sure to reach out if I hit the snag again. : ) thanks for speedy response.",long_5_or_more,[],device_hardware,medium,AUTO_HANDLE,Apple Watch crashing and taking excessive time to reboot; customer confirmed device returned to normal operation after restart.
golden_candidate_0132,apple_027425,1913095,@AppleSupport Your two factor authentication is awful! It makes using the phone very unpleasant. And turning it off is impossible!,other_unclear,medium,ambiguous_vague,2,[customer] @AppleSupport Your two factor authentication is awful! It makes using the phone very unpleasant. And turning it off is impossible! | [AppleSupport] @569855 We'd love to help with the two-factor authentication security feature. Please DM us and let us know any issues you're having. https://t.co/GDrqU22YpT,short_2_or_fewer,[],security_privacy,high,ESCALATE,Customer complaining about Two-Factor Authentication and asking to disable it; account security modifications require escalation.
golden_candidate_0133,apple_057328,2123903,@AppleSupport There’s a slight delay and the animations aren’t the bestest thing ever. Time-turner anyone?,other_unclear,medium,ambiguous_vague,4,[customer] Finally updated my phone to iOS 11. Instant regret. Thanks @AppleSupport | [AppleSupport] @625622 That's no way to start out on a new iOS update. We'll be happy to help with what you're experiencing. What has been happening? | [customer] @AppleSupport There’s a slight delay and the animations aren’t the bestest thing ever. Time-turner anyone? | [AppleSupport] @625622 Thanks for that detail. Let's turn on the Reduce Motion feature to help out. This article will help you: https://t.co/P2Obw7hkfD,medium_3_to_4,[],software_update,medium,AUTO_HANDLE,Customer unhappy with animation lag and performance following iOS 11 update; resolvable with Reduce Motion setting recommendation.
golden_candidate_0134,apple_072023,2704263,@AppleSupport HOWEVER 👈🏼 If the AMA’zz start bashing the POTUS .. We could do it tonight. #Beleedatt🇺🇸,other_unclear,medium,ambiguous_vague,7,"[customer] @AppleSupport - I did on Friday https://t.co/1InV8mJbuc | [AppleSupport] @337874 We'd like to help. If you go to Settings, do you see your account name signed in at the top of the page? | [customer] @AppleSupport Yes | [AppleSupport] @337874 And if you tap it, then sign out, and sign back in - is your password accepted or does it pop right back up, prompting you to re-enter it? | [customer] @AppleSupport Could we do this tomorrow at 6pm? .. The AMA’zz are on at 8 and I’m in the middle of making meatballs n chorizo sausage (Hot n sweet) w/rice 🍝🍷I truly appreciate all of your help! https://t.co/yHEYzxqItd | [AppleSupport] @337874 Absolutely! Have a great evening and we will be here to continue when you are ready. | [customer] @AppleSupport HOWEVER 👈🏼 If the AMA’zz start bashing the POTUS .. We could do it tonight. #Beleedatt🇺🇸",long_5_or_more,[],other_unclear,low,AUTO_HANDLE,Conversational reply containing off-topic banter about TV shows and cooking; no actionable support request.
golden_candidate_0135,apple_044316,1592813,Why does this keep happening???? @AppleSupport https://t.co/5Byy33rZIo,other_unclear,medium,ambiguous_vague,2,[customer] Why does this keep happening???? @AppleSupport https://t.co/5Byy33rZIo | [AppleSupport] @489562 Let's try the steps listed in this article: https://t.co/xU1AGHStV6. Let us know if you need any further help.,short_2_or_fewer,[],other_unclear,medium,ESCALATE,Unclear help request with an image link and no textual details; requires agent investigation.
golden_candidate_0136,apple_079723,2867302,I’m really hoping @115858 can help me fix my computer. This shit is the heart of everything I do. I’m damn sure glad I backed everything up.,other_unclear,medium,ambiguous_vague,4,"[customer] I’m really hoping @115858 can help me fix my computer. This shit is the heart of everything I do. I’m damn sure glad I backed everything up. | [AppleSupport] @796329 We'd be happy to look into any issues you're having. Could you please send us a DM with some details so we can get started? https://t.co/GDrqU22YpT | [customer] @AppleSupport Thanks for the quick reply. I’m actually at one of your stores right now, waiting on a technician. | [AppleSupport] @796329 They should be able to assist. Have a great day!",medium_3_to_4,[],repair_service,high,ESCALATE,Severe computer failure where customer is waiting for a technician at an Apple Store Genius Bar; in-person hardware service.
golden_candidate_0137,apple_012573,824123,@AppleSupport My keyboard keeps glitching in Facebook and snapchat and sometimes my messages 😧,other_unclear,medium,ambiguous_vague,6,[customer] I shouldn’t have updated because I feel like my phone isn’t working as smoothly 😠 @115858 | [AppleSupport] @316308 We're happy to take a look to see if we can help. Is a specific app or feature not running as smoothly? | [customer] @AppleSupport My keyboard keeps glitching in Facebook and snapchat and sometimes my messages 😧 | [AppleSupport] @316308 Got it. Are you currently running iOS 11.0.3? You can find out in Settings &gt; General &gt; About | [customer] @AppleSupport Yeah I updated this morning to 11.0.3 | [AppleSupport] @316308 Okay. Go ahead and send us a DM letting us know if the apps you are using are also up to date and we can work together. https://t.co/GDrqU22YpT,long_5_or_more,[],device_hardware,medium,ESCALATE,"Keyboard glitching across Facebook, Snapchat, and Messages post-update; requires DM troubleshooting to isolate app vs system input issues."
golden_candidate_0138,apple_050809,1703086,Hey @115858 what the fuck is up with with iPhones and trying to type I️?,other_unclear,medium,ambiguous_vague,2,[customer] Hey @115858 what the fuck is up with with iPhones and trying to type I️? | [AppleSupport] @516308 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,short_2_or_fewer,[],device_hardware,medium,AUTO_HANDLE,Customer asking about widespread iOS keyboard autocorrect glitch affecting letter 'I'; resolvable with standard text replacement workaround.
golden_candidate_0139,apple_002028,245343,My day just started and my phone already on 60%. Wtf @115858 😑,other_unclear,medium,ambiguous_vague,4,[customer] My day just started and my phone already on 60%. Wtf @115858 😑 | [AppleSupport] @174248 We're here to help. Which type of iPhone do you have and which version of the iOS is currently installed on it? | [customer] @AppleSupport iPhone 7 iOS 11 | [AppleSupport] @174248 Thanks. When did you first start noticing the battery issue you described? Let us know in DM. https://t.co/GDrqU22YpT,medium_3_to_4,[],battery_power,high,ESCALATE,Rapid battery drain on iPhone 7 dropping to 60% early in the day; requires diagnostic investigation.
golden_candidate_0140,apple_077088,168851,@AppleSupport i pinged pvtly but no one is responding,other_unclear,medium,ambiguous_vague,17,[customer] @115858 the first person whom i chatted who did all this disconnected from the chat. the second person was hesitant to give the ticket number finally got a ticket number 3251783 | [AppleSupport] @155293 We'd like to investigate further with you. Send us a DM and we can go from there. https://t.co/GDrqU22YpT | [customer] @AppleSupport Hi | [customer] @AppleSupport who is there | [customer] @AppleSupport i am totally frustrated with the support | [customer] @AppleSupport i never expected this behavior from you | [customer] @AppleSupport the folks on chat are of no help they just do exactly opposite to what we say | [customer] @AppleSupport the first person who i spoke i am not even sure whether he or she was a human being or AI | [customer] @AppleSupport 3251783 | [customer] @AppleSupport is anyone available | [customer] @AppleSupport i pinged pvtly but no one is responding | [AppleSupport] @155293 We have received your DM. Let's continue from there. You can also click the link below. https://t.co/GDrqU22YpT | [customer] @AppleSupport sure i am again replying there | [customer] @AppleSupport are you getting my message or is this also automated? | [customer] @AppleSupport anyone? | [customer] @AppleSupport no one is responding in DM | [customer] @AppleSupport No one HAS helped anything ........,long_5_or_more,[],other_unclear,medium,ESCALATE,Frustrated customer reporting dropped chat sessions and unanswered DMs; customer service process escalation.
golden_candidate_0141,apple_027140,1220017,@AppleSupport is there a limit to how many times you can return faulty earphones?,other_unclear,medium,ambiguous_vague,2,[customer] @AppleSupport is there a limit to how many times you can return faulty earphones? | [AppleSupport] @406232 Great question. We'd be happy to discuss this with you. Send us a DM and we'll go from there: https://t.co/GDrqU22YpT,short_2_or_fewer,[],repair_service,high,ESCALATE,Inquiry regarding policy limits on repeatedly returning faulty earphones; involves hardware warranty and return authorization.
golden_candidate_0142,apple_054784,1766771,@AppleSupport Thank you for the quick response!,other_unclear,medium,ambiguous_vague,4,"[customer] I️ really hate @115858 right now. I️ can’t believe I️ can’t send legible texts anymore. People think I️ am retarded. I️ can’t stand it l. | [AppleSupport] @249405 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ | [customer] @AppleSupport Thank you for the quick response! | [AppleSupport] @249405 You're very welcome! If you need any assistance in the future, don't hesitate to reach out to us.",medium_3_to_4,[],device_hardware,medium,AUTO_HANDLE,Customer thanking support after receiving the standard workaround steps for the iOS keyboard autocorrect bug.
golden_candidate_0143,apple_040559,1527676,"@AppleSupport I tested webpage w/ black text on white bg, smooth scrolling after swipe up or down. It's demo iPhone X in Apple Store so I'm not there anymore. I compared my own iPhone 6s and it never had similar motion blur on scrolling text that I notice on iPhone X. Is this an issue w/ OLED?",other_unclear,medium,ambiguous_vague,6,"[customer] @115858 I'm not the only one. https://t.co/lm3ALscoF2 | [AppleSupport] @474337 We'd like to see what you're experiencing. Are you able to capture the blur with a screen recording? https://t.co/iOka2N34Y3 | [customer] @AppleSupport I tested webpage w/ black text on white bg, smooth scrolling after swipe up or down. It's demo iPhone X in Apple Store so I'm not there anymore. I compared my own iPhone 6s and it never had similar motion blur on scrolling text that I notice on iPhone X. Is this an issue w/ OLED? | [customer] @AppleSupport I read that BtB (black to black) pixel refresh is particularly bad on OLED. While overall it's supposed to be better than LCD, as long as it's not BtB. Even GtG (gray) is much better? I'll test again with gray text on how universal is this pixel response lag. | [customer] @AppleSupport I haven't seen pixel response this noticeably laggy with motion blur since old desktop LCD displays before even iPhones existed. So this is seriously holding me back in buying an iPhone X, since it's awesome in every other way. | [AppleSupport] @474337 Go ahead and DM us which iOS version you're using, and we'll continue working there. https://t.co/GDrqU22YpT",long_5_or_more,[],device_hardware,medium,AUTO_HANDLE,Technical inquiry regarding OLED motion blur and pixel response times on iPhone X display; resolvable with standard product specifications.
golden_candidate_0144,apple_049472,1681711,@AppleSupport why when I scroll down on my Instagram and Facebook on my iPhone X does it shoot back to the top on its own? Is it a setting?,other_unclear,medium,ambiguous_vague,2,[customer] @AppleSupport why when I scroll down on my Instagram and Facebook on my iPhone X does it shoot back to the top on its own? Is it a setting? | [AppleSupport] @511288 Great question. Are you only noticing this when using 3rd-party social media apps or do you see this in Apple apps too?,short_2_or_fewer,[],device_hardware,medium,AUTO_HANDLE,Question about display auto-scrolling back to top on iPhone X in third-party social apps; standard navigation and gesture clarification.
golden_candidate_0145,apple_069933,2584406,"@AppleSupport Thank you, this fixed the problem",other_unclear,medium,ambiguous_vague,3,"[customer] @115858 this is fucking bullshit, this is what your update has done to my computer https://t.co/U2SGMPDSBl | [AppleSupport] @732356 We'd love to help! This looks like Kernel Panic. Let's reset your NVRAM as described here: https://t.co/sf0JEbUJVS | [customer] @AppleSupport Thank you, this fixed the problem",medium_3_to_4,[],software_update,medium,AUTO_HANDLE,Kernel panic following software update resolved by following support guidance to reset NVRAM; confirmed fixed.
golden_candidate_0146,apple_014946,1146748,@AppleSupport hi... why there is no data for currencies on Dashboard? Thanks #macbookpro #macOSHighSierra,other_unclear,medium,ambiguous_vague,8,"[customer] @AppleSupport hi... why there is no data for currencies on Dashboard? Thanks #macbookpro #macOSHighSierra | [AppleSupport] @389904 We're happy to help. So we're clear, you have a widget for this information, however it's not populating results? | [customer] @AppleSupport Yes! Only currencies! All the other are working correctly | [AppleSupport] @389904 Thanks. Since you first noticed this, have you tried refreshing the widget? Click the widget and press Command R. | [customer] @AppleSupport Seems that make a refresh but the problem remaining | [AppleSupport] @389904 Thanks for giving that a try. How about if you restart your device or remove and re-add the widget to Dashboard? | [customer] @AppleSupport Restarted-added again but no result 😕 | [AppleSupport] @389904 Which country are you located in? Please reply in DM. https://t.co/GDrqU22YpT",long_5_or_more,[],device_hardware,medium,ESCALATE,macOS Dashboard currency widget failing to populate results despite refreshing and re-adding widget; requires software investigation.
golden_candidate_0147,apple_004552,2056705,@AppleSupport @608259 You should just read these feeds &amp; broadcast support for this problem. 6 iPhones in our house - want them individually?,other_unclear,medium,ambiguous_vague,2,"[AppleSupport] @608259 If your battery life is shorter than expected, we'd like you to DM us to troubleshoot the possibilities and identify the cause. https://t.co/GDrqU22YpT | [customer] @AppleSupport @608259 You should just read these feeds &amp; broadcast support for this problem. 6 iPhones in our house - want them individually?",short_2_or_fewer,[],battery_power,medium,ESCALATE,Customer complaining about widespread battery drain across 6 household iPhones post-update; requires DM troubleshooting.
golden_candidate_0148,apple_002826,262197,@AppleSupport It's getting frustrating because I can't access my music or anything.,other_unclear,medium,ambiguous_vague,3,[customer] @AppleSupport It's getting frustrating because I can't access my music or anything. | [AppleSupport] @178452 Hey there. Send us a DM. We'll take a closer look there. https://t.co/GDrqU22YpT | [customer] @AppleSupport I sent one,medium_3_to_4,[],subscriptions_media,high,ESCALATE,Customer unable to access their music library or content; involves media access interruption requiring account/service escalation.
golden_candidate_0149,apple_086561,601371,@AppleSupport Thanks for the quick reply!,other_unclear,medium,ambiguous_vague,5,"[customer] Why tf is my mac taking 20 min to start !!! Fix it @115858 this new update fvckin sucks already | [AppleSupport] @262666 Let's work together to figure this out. What are you seeing on the screen when your Mac is starting up? | [customer] @AppleSupport I had to restart it twice it finally went faster. I realized after the recent software update it took forever. It was just taking all day to get past the start up apple screen | [customer] @AppleSupport Thanks for the quick reply! | [AppleSupport] @262666 No problem, we're glad you got everything sorted. Feel free to reach out if you need help with anything else.",long_5_or_more,[],software_update,medium,AUTO_HANDLE,Mac taking 20 minutes to boot after an update; customer restarted twice and startup completed successfully.
golden_candidate_0150,apple_054760,1766790,"OKAY @115858 ! 
We never appreciated the letter ‘i’ like we should have. We have learned our lesson. 
Fix this now please.",other_unclear,medium,ambiguous_vague,2,[customer] OKAY @115858 ! We never appreciated the letter ‘i’ like we should have. We have learned our lesson. Fix this now please. | [AppleSupport] @531301 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,short_2_or_fewer,[],device_hardware,medium,AUTO_HANDLE,Complaint about iOS keyboard autocorrect rendering glitch for letter 'I'; resolvable with standard text replacement workaround.
golden_candidate_0151,apple_075059,620152,@AppleSupport I've sent it to someone to fix it for 60 SAR.,other_unclear,medium,ambiguous_vague,3,[customer] @AppleSupport I wonder what's the benefit from the last update? It crashes down the phone!! | [AppleSupport] @267187 We'd like to help with any issues you're having with your iPhone. Join us in DM with more details. https://t.co/GDrqU22YpT | [customer] @AppleSupport I've sent it to someone to fix it for 60 SAR.,medium_3_to_4,[],software_update,medium,ESCALATE,"Customer alleging software update crashed the phone, resulting in 60 SAR third-party repair expense; requires escalation."
golden_candidate_0152,apple_018457,882607,"@AppleSupport No specific website.
Yes tried rebooting mac &amp; safari but futile.
40% times it has happened when I opened safari after waking mac from sleep",other_unclear,medium,ambiguous_vague,8,"[customer] @AppleSupport Facing LOTS of frequent crashes in new Safari 11 (El Capitan, MBP Late 2011). Plz fix it asap. | [AppleSupport] @329578 Thanks for contacting us. Are you experiencing this when you go to a specific website? Have you tried restarting your Mac? | [customer] @AppleSupport No specific website. Yes tried rebooting mac &amp; safari but futile. 40% times it has happened when I opened safari after waking mac from sleep | [AppleSupport] @329578 Do you have more than one user account on your Mac? If so, does this happen when signed in to that account as well? | [customer] @AppleSupport No, using only 1 user...crash frequency twice a day...also, now not getting any pop-up to send crash details to you...what to do? | [AppleSupport] @329578 OK, thanks. Let's go ahead and try testing the issue in safe mode: https://t.co/PQ4LSYhUTY Keep us posted on how it goes. | [customer] @AppleSupport Yes, it seems this has solved the problem completely! No crashes now! Thank you for precise and quick reply. Keep it up! | [AppleSupport] @329578 We're glad to hear it! Feel free to reach back out if you have questions in the future. We're happy to help.",long_5_or_more,[],device_hardware,medium,AUTO_HANDLE,Frequent Safari crashes on MacBook Pro waking from sleep; successfully resolved using official Safe Mode troubleshooting steps.
golden_candidate_0153,apple_033224,1962415,"I️ realize the irony of a genius tweeting this, but have you seen this? @AppleSupport cleared keyboard dictionary and restarted device. https://t.co/Ux9NFI0iiz",other_unclear,medium,ambiguous_vague,2,"[customer] I️ realize the irony of a genius tweeting this, but have you seen this? @AppleSupport cleared keyboard dictionary and restarted device. https://t.co/Ux9NFI0iiz | [AppleSupport] @581904 You're in the right place for help. Tell us a little more about what's going on in a DM and we'll continue there. https://t.co/GDrqU2kzhr",short_2_or_fewer,[],device_hardware,medium,ESCALATE,Customer still encountering keyboard glitch despite clearing keyboard dictionary and rebooting; requires escalation.
golden_candidate_0154,apple_068787,2526306,Hey @115858 I don’t think you fixed the glitch.,other_unclear,medium,ambiguous_vague,3,"[customer] Hey @115858 I don’t think you fixed the glitch. | [AppleSupport] @719332 We'd like to help. Could you please send us a DM with what issue you're having so we can take a look? https://t.co/GDrqU22YpT | [customer] @AppleSupport I wasn’t pointing out a personal problem,just what I’ve seen on my time line.Thanks though, I love my iPhone 📱❤️👌🏽",medium_3_to_4,[],other_unclear,medium,ESCALATE,Customer tweeting general observation about timeline rumors rather than experiencing a personal technical issue.
golden_candidate_0155,apple_074589,613087,"Hey @115858, FIX YOUR SHIT AND STOP DOUBLE SENDING MY TEXTS TO ANDROIDS YOU HORRID CONGLOMERATE",other_unclear,medium,ambiguous_vague,5,"[customer] Hey @115858, FIX YOUR SHIT AND STOP DOUBLE SENDING MY TEXTS TO ANDROIDS YOU HORRID CONGLOMERATE | [AppleSupport] @265781 We want you to enjoy your iPhone. We know how important it is for your texts to only be sent once and we'd like to help. To start, please DM us with the country where you're located. We look forward to working with you. https://t.co/GDrqU22YpT | [customer] @AppleSupport Oh for crying out loud, now to pretend to care? | [AppleSupport] @265781 We definitely want to make sure you're enjoying your Apple products. We're here to help. Could you DM us, and we can continue from there? https://t.co/GDrqU22YpT | [customer] @AppleSupport No thanks, I think I’ll just go buy an android instead. Sick and tired of the Apple bullshit",long_5_or_more,[],device_hardware,high,ESCALATE,Severe messaging issue where outgoing SMS messages are repeatedly duplicate-sent to Android recipients; requires carrier/messaging review.
golden_candidate_0156,apple_038551,1473325,@461992 @115858 @123765 @TwitterSupport I️ updated it and it’s still doing it🙃,software_update,medium,specific_candidate,2,[customer] @461992 @115858 @123765 @TwitterSupport I️ updated it and it’s still doing it🙃 | [AppleSupport] @461991 Thanks for reaching out. Send us a DM using the link below. We'd like some details to assist. https://t.co/GDrqU22YpT,short_2_or_fewer,['software_update'],software_update,medium,ESCALATE,Issue persists after updating iOS; escalated to DM for detailed device troubleshooting.
golden_candidate_0157,apple_054859,1767363,@AppleSupport I can’t find youtube and i can’t download it it was there but oneday its gone i don’t know what happen i can’t delete it or download it,app_store,medium,specific_candidate,4,[customer] @AppleSupport what the solution for this problem ? https://t.co/Dk22st65mg | [AppleSupport] @531434 We want to work on this with you. Can you explain what exactly is going on? | [customer] @AppleSupport I can’t find youtube and i can’t download it it was there but oneday its gone i don’t know what happen i can’t delete it or download it | [AppleSupport] @531434 We'd like to get you in contact with iTunes Store support to further assist. You can reach them here: https://t.co/SDIe7UiyJN,medium_3_to_4,['app_store'],app_store,medium,ESCALATE,YouTube app disappeared from device and cannot be downloaded or deleted; escalated to iTunes Store support.
golden_candidate_0158,apple_081492,2955466,@AppleSupport I have two iPads and iMessage and FaceTime are not working. Have checked Apple ID and all ok. Is iMessage down? Please help,apple_id_account,high,specific_candidate,6,"[customer] @AppleSupport I have two iPads and iMessage and FaceTime are not working. Have checked Apple ID and all ok. Is iMessage down? Please help | [AppleSupport] @815847 We'd like to help. To clarify, can you tell us what is exactly happening with iMessage and FaceTime? | [customer] @AppleSupport Hi when sending an iMessage it tried to get through but it comes up with a not delivered message. | [AppleSupport] @815847 Thanks for providing that for us. Can you provide us which iPads you're using and the iOS version? This can be located in Settings &gt; General &gt; About &gt; Version. | [customer] @AppleSupport The software is iOS 11.1.2 | [AppleSupport] @815847 Thanks. Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT",long_5_or_more,['apple_id_account'],connectivity,high,ESCALATE,iMessage and FaceTime failing to deliver messages across multiple iPads despite Apple ID being valid; connectivity failure requiring escalation.
golden_candidate_0159,apple_045054,1615374,I updated my phone thinking that would fix the question marks problem but NOPE. Come on @115858 @AppleSupport,software_update,medium,specific_candidate,2,[customer] I updated my phone thinking that would fix the question marks problem but NOPE. Come on @115858 @AppleSupport | [AppleSupport] @495436 We're here for you. Tell us a bit more about the issue you're experiencing via DM. We'll go from there. https://t.co/GDrqU22YpT,short_2_or_fewer,['software_update'],device_hardware,medium,AUTO_HANDLE,Updating phone failed to resolve the keyboard question-mark autocorrect glitch; standard text replacement workaround applies.
golden_candidate_0160,apple_086391,595839,@AppleSupport Post 11.2 update... the bug is back (it also returned on the 11.1.2 update) https://t.co/x3iYVtKTSJ,software_update,medium,specific_candidate,4,"[customer] @AppleSupport Post 11.2 update... the bug is back (it also returned on the 11.1.2 update) https://t.co/x3iYVtKTSJ | [AppleSupport] @70833 Thanks for getting back to us. We want an issue to stay gone. Let's take a look again &amp; get this issue resolved once and for all. So far, is this the only notification where this happened? | [customer] @AppleSupport Thanks. No, it’s on many types of notifications in note center. Typically in the top note above the Earlier Today section. Occasionally in the top note OF the Earlier Today section. I’ll screenshot next appearance... | [AppleSupport] @70833 That would be great. Please DM us with the current country you're in so we may better assist you. https://t.co/GDrqU22YpT",medium_3_to_4,['software_update'],software_update,medium,ESCALATE,Notification center bug reoccurring across successive iOS 11 updates (11.1.2 and 11.2); software regression requiring technical review.
golden_candidate_0161,apple_082750,449438,@AppleSupport I can’t sync up with anything,icloud,medium,specific_candidate,6,"[customer] @AppleSupport my Bluetooth doesn’t work | [AppleSupport] @221513 We can help with your Bluetooth! Tell us what's not working with it, please. Are you getting an error? | [customer] @AppleSupport My iPhone | [AppleSupport] @221513 Would you please tell us more about what you're experiencing with your iPhone and Bluetooth? We'd like to help if we can. | [customer] @AppleSupport I can’t sync up with anything | [AppleSupport] @221513 Which devices are you having problems connecting to? Also, you may be able to view those photos in https://t.co/tmRhWEkIq4.",long_5_or_more,['icloud'],connectivity,medium,ESCALATE,Bluetooth completely unable to sync or connect with any peripheral device; chronic wireless connection failure.
golden_candidate_0162,apple_053600,1750430,"Today is the 3rd time my alarm has had 0 volume on iOS 11. Volume rockets do nothing, have to reboot. @AppleSupport",software_update,medium,specific_candidate,2,"[customer] Today is the 3rd time my alarm has had 0 volume on iOS 11. Volume rockets do nothing, have to reboot. @AppleSupport | [AppleSupport] @527513 We're here for you. DM us which device you're using and we'll go from there. https://t.co/GDrqU22YpT",short_2_or_fewer,['software_update'],device_hardware,medium,ESCALATE,"Alarm sounding with 0 volume and volume rockers unresponsive on iOS 11, requiring repeated reboots; core hardware/audio malfunction."
golden_candidate_0163,apple_039594,1512187,Hmmm. I've updated to iOS 11.1 but my emojis haven't updated. Any bright sparks know why? @AppleSupport?,software_update,medium,specific_candidate,4,"[customer] Hmmm. I've updated to iOS 11.1 but my emojis haven't updated. Any bright sparks know why? @AppleSupport? | [AppleSupport] @415619 We'd like to know more. DM us and we'll go from there. https://t.co/GDrqU22YpT | [customer] @AppleSupport It's OK, I fixed it! SwiftKey hasn't updated with the new emojis and that's my primary keyboard. All good! 🙂 | [AppleSupport] @415619 Great job isolating the issue! Thanks for letting us know and enjoy the rest of your day.",medium_3_to_4,['software_update'],software_update,medium,AUTO_HANDLE,Emojis not appearing post-update; customer isolated issue to third-party SwiftKey keyboard not yet updated.
golden_candidate_0164,apple_031342,1541053,@AppleSupport 10.2 every time I try to install 11 it says unable to install 😐,app_store,medium,specific_candidate,11,"[customer] All of my messages just randomly deleted. @115858 I have a problem with y'all now. | [AppleSupport] @477592 We're here to help. Which device and iOS version are you using? | [customer] @AppleSupport 10.2 every time I try to install 11 it says unable to install 😐 | [AppleSupport] @477592 Let's update to see if that brings back the message. Are you trying to update via a computer with iTunes or directly via Settings? | [customer] @AppleSupport Settings | [AppleSupport] @477592 In that case, check out the steps shown here: https://t.co/Ui1yTnOCUz and keep us posted. | [customer] @AppleSupport https://t.co/P562BmAtG5 | [customer] @AppleSupport This has been happening for weeks now | [AppleSupport] @477592 You may have to delete the update and try again. For a full breakdown on this, check out that link we shared with you. | [customer] @AppleSupport My phone still won't verify the update. At this point I'm ready to throw the whole iPhone away 😤 | [AppleSupport] @477592 Let's help take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT",long_5_or_more,['app_store'],software_update,medium,ESCALATE,iPhone repeatedly fails to verify and install iOS 11 update over multiple weeks; persistent update verification error.
golden_candidate_0165,apple_053408,1738844,iOS glitch makes using the iPhone's keyboard a nightmare https://t.co/cXnDsth1h0 via @174844 -&gt; I️ am frustrated @115858  @AppleSupport,software_update,medium,specific_candidate,2,[customer] iOS glitch makes using the iPhone's keyboard a nightmare https://t.co/cXnDsth1h0 via @174844 -&gt; I️ am frustrated @115858 @AppleSupport | [AppleSupport] @524824 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,short_2_or_fewer,['software_update'],device_hardware,medium,AUTO_HANDLE,Customer referencing news article on keyboard glitch; can be automatically handled with standard text replacement instructions.
golden_candidate_0166,apple_003997,301096,@AppleSupport iOS 11 is so glitchy. What the heck man?,software_update,medium,specific_candidate,4,"[customer] @AppleSupport iOS 11 is so glitchy. What the heck man? | [AppleSupport] @187809 We'd like to assist with your device where possible. Please meet us in DM, so we can gather information and help you out. https://t.co/GDrqU22YpT | [customer] @AppleSupport I figured it out. Hold the volume down button and the right click button for ten seconds. #allbetter | [AppleSupport] @187809 We're glad to hear everything is working correctly. Reach back out if you need any help in the future.",medium_3_to_4,['software_update'],software_update,medium,AUTO_HANDLE,Customer complained of general iOS 11 glitchiness but resolved the issue themselves via hard restart.
golden_candidate_0167,apple_060850,2280601,"@AppleSupport Whenever I open the mail app on my iPad Pro 10.5 with latest iOS the oldest entries are displayed. So every time I have to scroll manually to the top. Any clue or help? Thanks, Frank",software_update,medium,specific_candidate,6,"[customer] @AppleSupport In iOS 11.1 auf iPad Pro 10.5 lande ich beim öffnen der Mail App jedes! mal bei den ältesten E-Mails und muss händisch zu den aktuellsten E-Mails nach oben scrollen.... https://t.co/iX6q766UkE | [AppleSupport] @350072 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj | [customer] @AppleSupport Whenever I open the mail app on my iPad Pro 10.5 with latest iOS the oldest entries are displayed. So every time I have to scroll manually to the top. Any clue or help? Thanks, Frank | [AppleSupport] @350072 Thanks for providing that for us. We know how important it is to have your device working as expected. Is this the only device that you check your emails from? After checking your email can you provide us how you exit the app? | [customer] @AppleSupport This only seems to happen when 1) I switch my iPad off and on, 2) I close the email app in the multitasking view with the swipe gesture and 3) I scroll up from the oldest to the latest emails but without selecting a specific email in that view, then closing app with homebutton. | [AppleSupport] @350072 Thanks for specifying. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",long_5_or_more,['software_update'],software_update,medium,ESCALATE,iPad Pro Mail app consistently opens at oldest emails rather than latest under iOS 11.1; software navigation bug requiring investigation.
golden_candidate_0168,apple_023798,1892406,@AppleSupport so my iPhone charger literally became so hot that it melted the plug covering and the charger wires sparked. What's up ?,battery_power,medium,specific_candidate,2,[customer] @AppleSupport so my iPhone charger literally became so hot that it melted the plug covering and the charger wires sparked. What's up ? | [AppleSupport] @564260 That's a concern we want to address with you. Please click on the Direct Message link below letting us know your country. https://t.co/GDrqU22YpT,short_2_or_fewer,['battery_power'],battery_power,critical,ESCALATE,iPhone charger overheated to melting point and wires sparked; severe electrical safety hazard requiring urgent human escalation.
